영문테이블,한글테이블,영문컬럼,한글컬럼,DATA TYPE,NULL 여부,정수,소수점,PK
TPRMPP_BITEMM,프로젝트관리_정보화사업품목기본,FC_AMT,외화금액,NUMBER,Y,18,3,N
TPRMPP_BITEMM,프로젝트관리_정보화사업품목기본,CUR_C,통화코드,VARCHAR2,Y,3,,N
TPRMPP_BITEMM,프로젝트관리_정보화사업품목기본,XCR,환율,NUMBER,Y,9,4,N
TPRMPP_BITEMM,프로젝트관리_정보화사업품목기본,XCR_BSE_DT,환율기준일자,VARCHAR2,Y,8,,N
TPRMPP_BITEMM,프로젝트관리_정보화사업품목기본,LST_YN,최종여부,VARCHAR2,Y,1,,N
TPRMPP_BITEMM,프로젝트관리_정보화사업품목기본,FST_ENR_USID,최초등록사용자ID,VARCHAR2,N,14,,N
TPRMPP_BITEMM,프로젝트관리_정보화사업품목기본,FST_ENR_DTM,최초등록일시,DATE,N,,,N
TPRMPP_BITEMM,프로젝트관리_정보화사업품목기본,DEL_YN,삭제여부,VARCHAR2,N,1,,N
TPRMPP_BITEMM,프로젝트관리_정보화사업품목기본,GUID,GUID,VARCHAR2,N,38,,N
TPRMPP_BITEMM,프로젝트관리_정보화사업품목기본,GUID_PRG_SNO,GUID진행일련번호,NUMBER,N,4,,N
TPRMPP_BITEMM,프로젝트관리_정보화사업품목기본,LST_CHG_USID,최종변경사용자ID,VARCHAR2,N,14,,N
TPRMPP_BITEMM,프로젝트관리_정보화사업품목기본,LST_CHG_DTM,최종변경일시,DATE,N,,,N
TPRMPP_BTERMM,프로젝트관리_전산업무비단말기기본,TMN_MNG_NO,단말관리번호,VARCHAR2,N,16,,Y
TPRMPP_BTERMM,프로젝트관리_전산업무비단말기기본,SNO,일련번호,NUMBER,N,9,,Y
TPRMPP_BTERMM,프로젝트관리_전산업무비단말기기본,BG_NO,예산번호,VARCHAR2,Y,15,,N
TPRMPP_BTERMM,프로젝트관리_전산업무비단말기기본,BG_SNO,예산일련번호,NUMBER,Y,9,,N
TPRMPP_BTERMM,프로젝트관리_전산업무비단말기기본,CGPR_ID,담당자ID,VARCHAR2,Y,14,,N
TPRMPP_BTERMM,프로젝트관리_전산업무비단말기기본,DFR_CLE_C,지급주기코드,VARCHAR2,Y,1,,N
TPRMPP_BTERMM,프로젝트관리_전산업무비단말기기본,IND_RSN,증감사유,VARCHAR2,Y,200,,N
TPRMPP_BTERMM,프로젝트관리_전산업무비단말기기본,NSF_USG_CONE,소요자금용도내용,VARCHAR2,Y,200,,N
TPRMPP_BTERMM,프로젝트관리_전산업무비단말기기본,RMK,비고,VARCHAR2,Y,300,,N
TPRMPP_BTERMM,프로젝트관리_전산업무비단말기기본,SPF_TMN_NM,특정단말명,VARCHAR2,Y,100,,N
TPRMPP_BTERMM,프로젝트관리_전산업무비단말기기본,SVN_DPM_C,주관부서코드,VARCHAR2,Y,20,,N
TPRMPP_BTERMM,프로젝트관리_전산업무비단말기기본,SVN_TEM_C,주관팀코드,VARCHAR2,Y,5,,N
TPRMPP_BTERMM,프로젝트관리_전산업무비단말기기본,RQM_BG_AMT,소요예산금액,NUMBER,Y,18,,N
TPRMPP_BTERMM,프로젝트관리_전산업무비단말기기본,FC_AMT,외화금액,NUMBER,Y,18,3,N
TPRMPP_BTERMM,프로젝트관리_전산업무비단말기기본,CUR_C,통화코드,VARCHAR2,Y,3,,N
TPRMPP_BTERMM,프로젝트관리_전산업무비단말기기본,XCR,환율,NUMBER,Y,9,4,N
TPRMPP_BTERMM,프로젝트관리_전산업무비단말기기본,XCR_BSE_DT,환율기준일자,VARCHAR2,Y,8,,N
TPRMPP_BTERMM,프로젝트관리_전산업무비단말기기본,IT_PTL_TMN_SVC_TC,IT포탈단말서비스구분코드,VARCHAR2,Y,2,,N
TPRMPP_BTERMM,프로젝트관리_전산업무비단말기기본,IT_PTL_TMN_KD_TC,IT포탈단말종류구분코드,VARCHAR2,Y,2,,N
TPRMPP_BTERMM,프로젝트관리_전산업무비단말기기본,FST_ENR_USID,최초등록사용자ID,VARCHAR2,N,14,,N
TPRMPP_BTERMM,프로젝트관리_전산업무비단말기기본,FST_ENR_DTM,최초등록일시,DATE,N,,,N
TPRMPP_BTERMM,프로젝트관리_전산업무비단말기기본,DEL_YN,삭제여부,VARCHAR2,N,1,,N
TPRMPP_BTERMM,프로젝트관리_전산업무비단말기기본,GUID,GUID,VARCHAR2,N,38,,N
TPRMPP_BTERMM,프로젝트관리_전산업무비단말기기본,GUID_PRG_SNO,GUID진행일련번호,NUMBER,N,4,,N
TPRMPP_BTERMM,프로젝트관리_전산업무비단말기기본,LST_CHG_USID,최종변경사용자ID,VARCHAR2,N,14,,N
TPRMPP_BTERMM,프로젝트관리_전산업무비단말기기본,LST_CHG_DTM,최종변경일시,DATE,N,,,N
TPRMPP_BCOSTL,프로젝트관리_전산업무비기본변경로그,LOG_HIS_TGR_SNO,로그이력전문일련번호,NUMBER,N,18,,Y
TPRMPP_BCOSTL,프로젝트관리_전산업무비기본변경로그,BG_NO,예산번호,VARCHAR2,N,15,,N
TPRMPP_BCOSTL,프로젝트관리_전산업무비기본변경로그,BG_SNO,예산일련번호,NUMBER,N,9,,N
TPRMPP_BCOSTL,프로젝트관리_전산업무비기본변경로그,ABUS_TC,사업구분코드,VARCHAR2,Y,2,,N
TPRMPP_BCOSTL,프로젝트관리_전산업무비기본변경로그,BG_UNT_ABUS_C,예산단위사업코드,VARCHAR2,Y,3,,N
TPRMPP_BCOSTL,프로젝트관리_전산업무비기본변경로그,BSE_YY,기준연도,VARCHAR2,Y,4,,N
TPRMPP_BCOSTL,프로젝트관리_전산업무비기본변경로그,TMN_YN,단말여부,VARCHAR2,Y,1,,N
TPRMPP_BCOSTL,프로젝트관리_전산업무비기본변경로그,CGPR_ID,담당자ID,VARCHAR2,Y,14,,N
TPRMPP_BCOSTL,프로젝트관리_전산업무비기본변경로그,CNCD_RFR_NO,관련참조번호,VARCHAR2,Y,30,,N
TPRMPP_BCOSTL,프로젝트관리_전산업무비기본변경로그,CTT_NM,계약명,VARCHAR2,Y,100,,N
TPRMPP_BCOSTL,프로젝트관리_전산업무비기본변경로그,CTT_OPP_NM,계약상대처명,VARCHAR2,Y,100,,N
TPRMPP_BCOSTL,프로젝트관리_전산업무비기본변경로그,CUR_C,통화코드,VARCHAR2,Y,3,,N
TPRMPP_BCOSTL,프로젝트관리_전산업무비기본변경로그,DFR_CLE_C,지급주기코드,VARCHAR2,Y,1,,N
TPRMPP_BCOSTL,프로젝트관리_전산업무비기본변경로그,FST_DFR_DT,최초지급일자,VARCHAR2,Y,8,,N
TPRMPP_BCOSTL,프로젝트관리_전산업무비기본변경로그,IND_RSN,증감사유,VARCHAR2,Y,200,,N
TPRMPP_BCOSTL,프로젝트관리_전산업무비기본변경로그,IOE_C,비목코드,VARCHAR2,Y,7,,N
TPRMPP_BCOSTL,프로젝트관리_전산업무비기본변경로그,LST_YN,최종여부,VARCHAR2,Y,1,,N
TPRMPP_BCOSTL,프로젝트관리_전산업무비기본변경로그,SECT_SYS_UTZ_YN,보안시스템운용여부,VARCHAR2,Y,1,,N
TPRMPP_BCOSTL,프로젝트관리_전산업무비기본변경로그,SVN_DPM_C,주관부서코드,VARCHAR2,Y,20,,N
TPRMPP_BCOSTL,프로젝트관리_전산업무비기본변경로그,SVN_TEM_C,주관팀코드,VARCHAR2,Y,5,,N
TPRMPP_BCOSTL,프로젝트관리_전산업무비기본변경로그,TOT_XP_AMT,총비용금액,NUMBER,Y,18,3,N
TPRMPP_BCOSTL,프로젝트관리_전산업무비기본변경로그,FC_AMT,외화금액,NUMBER,Y,18,3,N
TPRMPP_BCOSTL,프로젝트관리_전산업무비기본변경로그,XCR,환율,NUMBER,Y,9,4,N
TPRMPP_BCOSTL,프로젝트관리_전산업무비기본변경로그,XCR_BSE_DT,환율기준일자,VARCHAR2,Y,8,,N
TPRMPP_BCOSTL,프로젝트관리_전산업무비기본변경로그,CHG_DTT_YN,변경구분여부,VARCHAR2,N,1,,N
TPRMPP_BCOSTL,프로젝트관리_전산업무비기본변경로그,CHG_DTM,변경일시,DATE,N,,,N
TPRMPP_BCOSTL,프로젝트관리_전산업무비기본변경로그,CHG_USID,변경사용자ID,VARCHAR2,Y,14,,N
TPRMPP_BCOSTL,프로젝트관리_전산업무비기본변경로그,FST_ENR_USID,최초등록사용자ID,VARCHAR2,N,14,,N
TPRMPP_BCOSTL,프로젝트관리_전산업무비기본변경로그,FST_ENR_DTM,최초등록일시,DATE,N,,,N
TPRMPP_BCOSTL,프로젝트관리_전산업무비기본변경로그,DEL_YN,삭제여부,VARCHAR2,N,1,,N
TPRMPP_BCOSTL,프로젝트관리_전산업무비기본변경로그,GUID,GUID,VARCHAR2,N,38,,N
TPRMPP_BCOSTL,프로젝트관리_전산업무비기본변경로그,GUID_PRG_SNO,GUID진행일련번호,NUMBER,N,4,,N
TPRMPP_BCOSTL,프로젝트관리_전산업무비기본변경로그,LST_CHG_USID,최종변경사용자ID,VARCHAR2,N,14,,N
TPRMPP_BCOSTL,프로젝트관리_전산업무비기본변경로그,LST_CHG_DTM,최종변경일시,DATE,N,,,N
TPRMPP_BTERML,프로젝트관리_전산업무비단말기기본변경로그,LOG_HIS_TGR_SNO,로그이력전문일련번호,NUMBER,N,18,,Y
TPRMPP_BTERML,프로젝트관리_전산업무비단말기기본변경로그,TMN_MNG_NO,단말관리번호,VARCHAR2,N,16,,N
TPRMPP_BTERML,프로젝트관리_전산업무비단말기기본변경로그,SNO,일련번호,NUMBER,N,9,,N
TPRMPP_BTERML,프로젝트관리_전산업무비단말기기본변경로그,BG_NO,예산번호,VARCHAR2,Y,15,,N
TPRMPP_BTERML,프로젝트관리_전산업무비단말기기본변경로그,BG_SNO,예산일련번호,NUMBER,Y,9,,N
TPRMPP_BTERML,프로젝트관리_전산업무비단말기기본변경로그,CGPR_ID,담당자ID,VARCHAR2,Y,14,,N
TPRMPP_BTERML,프로젝트관리_전산업무비단말기기본변경로그,DFR_CLE_C,지급주기코드,VARCHAR2,Y,1,,N
TPRMPP_BTERML,프로젝트관리_전산업무비단말기기본변경로그,IND_RSN,증감사유,VARCHAR2,Y,200,,N
TPRMPP_BTERML,프로젝트관리_전산업무비단말기기본변경로그,NSF_USG_CONE,소요자금용도내용,VARCHAR2,Y,200,,N
TPRMPP_BTERML,프로젝트관리_전산업무비단말기기본변경로그,RMK,비고,VARCHAR2,Y,300,,N
TPRMPP_BTERML,프로젝트관리_전산업무비단말기기본변경로그,SPF_TMN_NM,특정단말명,VARCHAR2,Y,100,,N
TPRMPP_BTERML,프로젝트관리_전산업무비단말기기본변경로그,SVN_DPM_C,주관부서코드,VARCHAR2,Y,20,,N
TPRMPP_BTERML,프로젝트관리_전산업무비단말기기본변경로그,SVN_TEM_C,주관팀코드,VARCHAR2,Y,5,,N
TPRMPP_BTERML,프로젝트관리_전산업무비단말기기본변경로그,RQM_BG_AMT,소요예산금액,NUMBER,Y,18,,N
TPRMPP_BTERML,프로젝트관리_전산업무비단말기기본변경로그,FC_AMT,외화금액,NUMBER,Y,18,3,N
TPRMPP_BTERML,프로젝트관리_전산업무비단말기기본변경로그,CUR_C,통화코드,VARCHAR2,Y,3,,N
TPRMPP_BTERML,프로젝트관리_전산업무비단말기기본변경로그,XCR,환율,NUMBER,Y,9,4,N
TPRMPP_BTERML,프로젝트관리_전산업무비단말기기본변경로그,XCR_BSE_DT,환율기준일자,VARCHAR2,Y,8,,N
TPRMPP_BTERML,프로젝트관리_전산업무비단말기기본변경로그,IT_PTL_TMN_SVC_TC,IT포탈단말서비스구분코드,VARCHAR2,Y,2,,N
TPRMPP_BTERML,프로젝트관리_전산업무비단말기기본변경로그,IT_PTL_TMN_KD_TC,IT포탈단말종류구분코드,VARCHAR2,Y,2,,N
TPRMPP_BTERML,프로젝트관리_전산업무비단말기기본변경로그,CHG_DTT_YN,변경구분여부,VARCHAR2,N,1,,N
TPRMPP_BTERML,프로젝트관리_전산업무비단말기기본변경로그,CHG_DTM,변경일시,DATE,N,,,N
TPRMPP_BTERML,프로젝트관리_전산업무비단말기기본변경로그,CHG_USID,변경사용자ID,VARCHAR2,Y,14,,N
TPRMPP_BTERML,프로젝트관리_전산업무비단말기기본변경로그,FST_ENR_USID,최초등록사용자ID,VARCHAR2,N,14,,N
TPRMPP_BTERML,프로젝트관리_전산업무비단말기기본변경로그,FST_ENR_DTM,최초등록일시,DATE,N,,,N
TPRMPP_BTERML,프로젝트관리_전산업무비단말기기본변경로그,DEL_YN,삭제여부,VARCHAR2,N,1,,N
TPRMPP_BTERML,프로젝트관리_전산업무비단말기기본변경로그,GUID,GUID,VARCHAR2,N,38,,N
TPRMPP_BTERML,프로젝트관리_전산업무비단말기기본변경로그,GUID_PRG_SNO,GUID진행일련번호,NUMBER,N,4,,N
TPRMPP_BTERML,프로젝트관리_전산업무비단말기기본변경로그,LST_CHG_USID,최종변경사용자ID,VARCHAR2,N,14,,N
TPRMPP_BTERML,프로젝트관리_전산업무비단말기기본변경로그,LST_CHG_DTM,최종변경일시,DATE,N,,,N
TPRMPP_BPROJL,프로젝트관리_정보화사업기본변경로그,LOG_HIS_TGR_SNO,로그이력전문일련번호,NUMBER,N,18,,Y
TPRMPP_BPROJL,프로젝트관리_정보화사업기본변경로그,ABUS_MNG_NO,사업관리번호,VARCHAR2,N,30,,N
TPRMPP_BPROJL,프로젝트관리_정보화사업기본변경로그,SNO,일련번호,NUMBER,N,9,,N
TPRMPP_BPROJL,프로젝트관리_정보화사업기본변경로그,ABUS_NM,사업명,VARCHAR2,Y,100,,N
TPRMPP_BPROJL,프로젝트관리_정보화사업기본변경로그,ABUS_CONE,사업내용,VARCHAR2,Y,1000,,N
TPRMPP_BPROJL,프로젝트관리_정보화사업기본변경로그,ABUS_NCS_CONE,사업필요성내용,VARCHAR2,Y,300,,N
TPRMPP_BPROJL,프로젝트관리_정보화사업기본변경로그,ABUS_TC,사업구분코드,VARCHAR2,Y,2,,N
TPRMPP_BPROJL,프로젝트관리_정보화사업기본변경로그,BSE_YY,기준연도,VARCHAR2,Y,4,,N
TPRMPP_BPROJL,프로젝트관리_정보화사업기본변경로그,BZ_DTT_NM,업무구분명,VARCHAR2,Y,100,,N
TPRMPP_BPROJL,프로젝트관리_정보화사업기본변경로그,CNCD_RFR_NO,관련참조번호,VARCHAR2,Y,30,,N
TPRMPP_BPROJL,프로젝트관리_정보화사업기본변경로그,CPN_SAF_CONE,회사현황내용,VARCHAR2,Y,1000,,N
TPRMPP_BPROJL,프로젝트관리_정보화사업기본변경로그,CST_TP_TC,고객유형구분코드,VARCHAR2,Y,3,,N
TPRMPP_BPROJL,프로젝트관리_정보화사업기본변경로그,DGOG_PPO_CONE,효과성목적내용,VARCHAR2,Y,4000,,N
TPRMPP_BPROJL,프로젝트관리_정보화사업기본변경로그,DPL_YN,중복여부,VARCHAR2,Y,1,,N
TPRMPP_BPROJL,프로젝트관리_정보화사업기본변경로그,STT_DTM,시작일시,DATE,Y,,,N
TPRMPP_BPROJL,프로젝트관리_정보화사업기본변경로그,END_DTM,종료일시,DATE,Y,,,N
TPRMPP_BPROJL,프로젝트관리_정보화사업기본변경로그,EXE_PTT_YN,실행가능성여부,VARCHAR2,Y,1,,N
TPRMPP_BPROJL,프로젝트관리_정보화사업기본변경로그,FLF_FSG_DT,이행완료일자,VARCHAR2,Y,8,,N
TPRMPP_BPROJL,프로젝트관리_정보화사업기본변경로그,HRF_PLN_CONE,향후계획내용,VARCHAR2,Y,300,,N
TPRMPP_BPROJL,프로젝트관리_정보화사업기본변경로그,LST_YN,최종여부,VARCHAR2,Y,1,,N
TPRMPP_BPROJL,프로젝트관리_정보화사업기본변경로그,MN_PRG_CONE,주요진행내용,VARCHAR2,Y,2000,,N
TPRMPP_BPROJL,프로젝트관리_정보화사업기본변경로그,TOT_RQM_AMT,총소요금액,NUMBER,Y,18,3,N
TPRMPP_BPROJL,프로젝트관리_정보화사업기본변경로그,MPL_AMT,예정금액,NUMBER,Y,18,3,N
TPRMPP_BPROJL,프로젝트관리_정보화사업기본변경로그,ODN_YN,경상여부,VARCHAR2,Y,1,,N
TPRMPP_BPROJL,프로젝트관리_정보화사업기본변경로그,PLM_DES,문제설명,VARCHAR2,Y,4000,,N
TPRMPP_BPROJL,프로젝트관리_정보화사업기본변경로그,PRLM_HRK_OGZ_C_CONE,인사상위조직코드내용,VARCHAR2,Y,100,,N
TPRMPP_BPROJL,프로젝트관리_정보화사업기본변경로그,SVN_DPM_C,주관부서코드,VARCHAR2,Y,20,,N
TPRMPP_BPROJL,프로젝트관리_정보화사업기본변경로그,TLR_USID,팀장사용자ID,VARCHAR2,Y,14,,N
TPRMPP_BPROJL,프로젝트관리_정보화사업기본변경로그,USID,사용자ID,VARCHAR2,Y,14,,N
TPRMPP_BPROJL,프로젝트관리_정보화사업기본변경로그,DVM_DPM_C,개발부서코드,VARCHAR2,Y,20,,N
TPRMPP_BPROJL,프로젝트관리_정보화사업기본변경로그,DVM_TEM_C,개발팀코드,VARCHAR2,Y,5,,N
TPRMPP_BPROJL,프로젝트관리_정보화사업기본변경로그,DVM_TLR_USID,개발팀장사용자ID,VARCHAR2,Y,14,,N
TPRMPP_BPROJL,프로젝트관리_정보화사업기본변경로그,DVM_USID,개발사용자ID,VARCHAR2,Y,14,,N
TPRMPP_BPROJL,프로젝트관리_정보화사업기본변경로그,BZ_TP_C,업무유형코드,VARCHAR2,Y,6,,N
TPRMPP_BPROJL,프로젝트관리_정보화사업기본변경로그,IT_PTL_EDRT_TC,IT포탈전결권구분코드,VARCHAR2,Y,2,,N
TPRMPP_BPROJL,프로젝트관리_정보화사업기본변경로그,IT_PTL_RPR_STS_TC,IT포탈보고상태구분코드,VARCHAR2,Y,2,,N
TPRMPP_BPROJL,프로젝트관리_정보화사업기본변경로그,IT_PTL_TCHN_TP_TC,IT포탈기술유형구분코드,VARCHAR2,Y,2,,N
TPRMPP_BPROJL,프로젝트관리_정보화사업기본변경로그,IT_PTL_STS_TC,IT포탈상태구분코드,VARCHAR2,Y,2,,N
TPRMPP_BPROJL,프로젝트관리_정보화사업기본변경로그,ABUS_RNG_CONE,사업범위내용,VARCHAR2,Y,600,,N
TPRMPP_BPROJL,프로젝트관리_정보화사업기본변경로그,CHG_DTT_YN,변경구분여부,VARCHAR2,N,1,,N
TPRMPP_BPROJL,프로젝트관리_정보화사업기본변경로그,CHG_DTM,변경일시,DATE,N,,,N
TPRMPP_BPROJL,프로젝트관리_정보화사업기본변경로그,CHG_USID,변경사용자ID,VARCHAR2,Y,14,,N
TPRMPP_BPROJL,프로젝트관리_정보화사업기본변경로그,FST_ENR_USID,최초등록사용자ID,VARCHAR2,N,14,,N
TPRMPP_BPROJL,프로젝트관리_정보화사업기본변경로그,FST_ENR_DTM,최초등록일시,DATE,N,,,N
TPRMPP_BPROJL,프로젝트관리_정보화사업기본변경로그,DEL_YN,삭제여부,VARCHAR2,N,1,,N
TPRMPP_BPROJL,프로젝트관리_정보화사업기본변경로그,GUID,GUID,VARCHAR2,N,38,,N
TPRMPP_BPROJL,프로젝트관리_정보화사업기본변경로그,GUID_PRG_SNO,GUID진행일련번호,NUMBER,N,4,,N
TPRMPP_BPROJL,프로젝트관리_정보화사업기본변경로그,LST_CHG_USID,최종변경사용자ID,VARCHAR2,N,14,,N
TPRMPP_BPROJL,프로젝트관리_정보화사업기본변경로그,LST_CHG_DTM,최종변경일시,DATE,N,,,N
TPRMPP_BITEML,프로젝트관리_정보화사업품목기본변경로그,LOG_HIS_TGR_SNO,로그이력전문일련번호,NUMBER,N,18,,Y
TPRMPP_BITEML,프로젝트관리_정보화사업품목기본변경로그,GCL_MNG_NO,품목관리번호,VARCHAR2,N,16,,N
TPRMPP_BITEML,프로젝트관리_정보화사업품목기본변경로그,SNO,일련번호,NUMBER,N,9,,N
TPRMPP_BITEML,프로젝트관리_정보화사업품목기본변경로그,ABUS_MNG_NO,사업관리번호,VARCHAR2,Y,30,,N
TPRMPP_BITEML,프로젝트관리_정보화사업품목기본변경로그,FNT_TB_CRY_SNO,원천테이블적재일련번호,NUMBER,Y,10,,N
TPRMPP_BITEML,프로젝트관리_정보화사업품목기본변경로그,BSE_YM,기준년월,VARCHAR2,Y,6,,N
TPRMPP_BITEML,프로젝트관리_정보화사업품목기본변경로그,CNCD_FDTN_CONE,관련근거내용,VARCHAR2,Y,600,,N
TPRMPP_BITEML,프로젝트관리_정보화사업품목기본변경로그,DFR_CLE_C,지급주기코드,VARCHAR2,Y,1,,N
TPRMPP_BITEML,프로젝트관리_정보화사업품목기본변경로그,GCL_NM,품목명,VARCHAR2,Y,100,,N
TPRMPP_BITEML,프로젝트관리_정보화사업품목기본변경로그,IOE_C,비목코드,VARCHAR2,Y,7,,N
TPRMPP_BITEML,프로젝트관리_정보화사업품목기본변경로그,ITR_INFR_YN,통합인프라여부,VARCHAR2,Y,1,,N
TPRMPP_BITEML,프로젝트관리_정보화사업품목기본변경로그,SECT_SYS_UTZ_YN,보안시스템운용여부,VARCHAR2,Y,1,,N
TPRMPP_BITEML,프로젝트관리_정보화사업품목기본변경로그,QTY,수량,NUMBER,Y,10,,N
TPRMPP_BITEML,프로젝트관리_정보화사업품목기본변경로그,AMT,금액,NUMBER,Y,18,3,N
TPRMPP_BITEML,프로젝트관리_정보화사업품목기본변경로그,FC_AMT,외화금액,NUMBER,Y,18,3,N
TPRMPP_BITEML,프로젝트관리_정보화사업품목기본변경로그,CUR_C,통화코드,VARCHAR2,Y,3,,N
TPRMPP_BITEML,프로젝트관리_정보화사업품목기본변경로그,XCR,환율,NUMBER,Y,9,4,N
TPRMPP_BITEML,프로젝트관리_정보화사업품목기본변경로그,XCR_BSE_DT,환율기준일자,VARCHAR2,Y,8,,N
TPRMPP_BITEML,프로젝트관리_정보화사업품목기본변경로그,LST_YN,최종여부,VARCHAR2,Y,1,,N
TPRMPP_BITEML,프로젝트관리_정보화사업품목기본변경로그,CHG_DTT_YN,변경구분여부,VARCHAR2,N,1,,N
TPRMPP_BITEML,프로젝트관리_정보화사업품목기본변경로그,CHG_DTM,변경일시,DATE,N,,,N
TPRMPP_BITEML,프로젝트관리_정보화사업품목기본변경로그,CHG_USID,변경사용자ID,VARCHAR2,Y,14,,N
TPRMPP_BITEML,프로젝트관리_정보화사업품목기본변경로그,FST_ENR_USID,최초등록사용자ID,VARCHAR2,N,14,,N
TPRMPP_BITEML,프로젝트관리_정보화사업품목기본변경로그,FST_ENR_DTM,최초등록일시,DATE,N,,,N
TPRMPP_BITEML,프로젝트관리_정보화사업품목기본변경로그,DEL_YN,삭제여부,VARCHAR2,N,1,,N
TPRMPP_BITEML,프로젝트관리_정보화사업품목기본변경로그,GUID,GUID,VARCHAR2,N,38,,N
TPRMPP_BITEML,프로젝트관리_정보화사업품목기본변경로그,GUID_PRG_SNO,GUID진행일련번호,NUMBER,N,4,,N
TPRMPP_BITEML,프로젝트관리_정보화사업품목기본변경로그,LST_CHG_USID,최종변경사용자ID,VARCHAR2,N,14,,N
TPRMPP_BITEML,프로젝트관리_정보화사업품목기본변경로그,LST_CHG_DTM,최종변경일시,DATE,N,,,N
TPRMPP_BPQNAM,프로젝트관리_협의회사전질의응답기본,IT_PTL_ASCT_ID,IT포탈협의회ID,VARCHAR2,N,32,,Y
TPRMPP_BPQNAM,프로젝트관리_협의회사전질의응답기본,QTN_ID,질의ID,VARCHAR2,N,36,,Y
TPRMPP_BPQNAM,프로젝트관리_협의회사전질의응답기본,QTN_CONE,질의내용,VARCHAR2,Y,4000,,N
TPRMPP_BPQNAM,프로젝트관리_협의회사전질의응답기본,QTN_DWU_USID,질의작성사용자ID,VARCHAR2,Y,14,,N
TPRMPP_BPQNAM,프로젝트관리_협의회사전질의응답기본,REP_CONE,답변내용,VARCHAR2,Y,2000,,N
TPRMPP_BPQNAM,프로젝트관리_협의회사전질의응답기본,REP_DWU_USID,답변작성사용자ID,VARCHAR2,Y,14,,N
TPRMPP_BPQNAM,프로젝트관리_협의회사전질의응답기본,QTN_RPD_RLT_YN,질의응답결과여부,VARCHAR2,Y,1,,N
TPRMPP_BPQNAM,프로젝트관리_협의회사전질의응답기본,FST_ENR_USID,최초등록사용자ID,VARCHAR2,N,14,,N
TPRMPP_BPQNAM,프로젝트관리_협의회사전질의응답기본,FST_ENR_DTM,최초등록일시,DATE,N,,,N
TPRMPP_BPQNAM,프로젝트관리_협의회사전질의응답기본,DEL_YN,삭제여부,VARCHAR2,N,1,,N
TPRMPP_BPQNAM,프로젝트관리_협의회사전질의응답기본,GUID,GUID,VARCHAR2,N,38,,N
TPRMPP_BPQNAM,프로젝트관리_협의회사전질의응답기본,GUID_PRG_SNO,GUID진행일련번호,NUMBER,N,4,,N
TPRMPP_BPQNAM,프로젝트관리_협의회사전질의응답기본,LST_CHG_USID,최종변경사용자ID,VARCHAR2,N,14,,N
TPRMPP_BPQNAM,프로젝트관리_협의회사전질의응답기본,LST_CHG_DTM,최종변경일시,DATE,N,,,N
TPRMPP_BMQNAM,프로젝트관리_협의회본회의질의응답기본,IT_PTL_ASCT_ID,IT포탈협의회ID,VARCHAR2,N,32,,Y
TPRMPP_BMQNAM,프로젝트관리_협의회본회의질의응답기본,QTN_ID,질의ID,VARCHAR2,N,36,,Y
TPRMPP_BMQNAM,프로젝트관리_협의회본회의질의응답기본,QTN_CONE,질의내용,VARCHAR2,Y,4000,,N
TPRMPP_BMQNAM,프로젝트관리_협의회본회의질의응답기본,QTN_DWU_USID,질의작성사용자ID,VARCHAR2,Y,14,,N
TPRMPP_BMQNAM,프로젝트관리_협의회본회의질의응답기본,REP_CONE,답변내용,VARCHAR2,Y,2000,,N
TPRMPP_BMQNAM,프로젝트관리_협의회본회의질의응답기본,REP_DWU_USID,답변작성사용자ID,VARCHAR2,Y,14,,N
TPRMPP_BMQNAM,프로젝트관리_협의회본회의질의응답기본,QTN_RPD_RLT_YN,질의응답결과여부,VARCHAR2,Y,1,,N
TPRMPP_BMQNAM,프로젝트관리_협의회본회의질의응답기본,FST_ENR_USID,최초등록사용자ID,VARCHAR2,N,14,,N
TPRMPP_BMQNAM,프로젝트관리_협의회본회의질의응답기본,FST_ENR_DTM,최초등록일시,DATE,N,,,N
TPRMPP_BMQNAM,프로젝트관리_협의회본회의질의응답기본,DEL_YN,삭제여부,VARCHAR2,N,1,,N
TPRMPP_BMQNAM,프로젝트관리_협의회본회의질의응답기본,GUID,GUID,VARCHAR2,N,38,,N
TPRMPP_BMQNAM,프로젝트관리_협의회본회의질의응답기본,GUID_PRG_SNO,GUID진행일련번호,NUMBER,N,4,,N
TPRMPP_BMQNAM,프로젝트관리_협의회본회의질의응답기본,LST_CHG_USID,최종변경사용자ID,VARCHAR2,N,14,,N
TPRMPP_BMQNAM,프로젝트관리_협의회본회의질의응답기본,LST_CHG_DTM,최종변경일시,DATE,N,,,N
TPRMPP_BEVALM,프로젝트관리_협의회평가의견기본,IT_PTL_ASCT_ID,IT포탈협의회ID,VARCHAR2,N,32,,Y
TPRMPP_BEVALM,프로젝트관리_협의회평가의견기본,ENO,사원번호,VARCHAR2,N,32,,Y
TPRMPP_BEVALM,프로젝트관리_협의회평가의견기본,IT_PTL_CKG_ITM_TC,IT포탈점검항목구분코드,VARCHAR2,N,2,,Y
TPRMPP_BEVALM,프로젝트관리_협의회평가의견기본,QUEL_RCRD,문항점수,NUMBER,Y,5,,N
TPRMPP_BEVALM,프로젝트관리_협의회평가의견기본,CKG_OPNN_CONE,점검의견내용,VARCHAR2,Y,1000,,N
TPRMPP_BEVALM,프로젝트관리_협의회평가의견기본,FST_ENR_USID,최초등록사용자ID,VARCHAR2,N,14,,N
