No.,표준용어논리명,표준용어물리명,데이터타입,데이터길이,데이터소수점길이,설명,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46829,예금보험질권타인구분코드,DETS_ISR_ROP_ANPR_TC,VARCHAR2,1,,예금자보호표준양식에서 사용하는 질권에 대한 타인구분(1:본인,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46830,예금보험한도구분코드,DETS_ISR_LMT_TC,VARCHAR2,1,,예금자보호표준양식에서 사용하는 한도범위에 대한 구분 (1:전체,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46831,예금보험항목구분코드,DETS_ISR_ITM_TC,VARCHAR2,3,,예금보험공사에  제출하는 산정표 항목구분코드,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46832,예금보험항목명,DETS_ISR_ITM_NM,VARCHAR2,100,,예금보험공사에 제출하는 산정표 항목명,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46833,예금보호대상금액,DETS_PRT_TGT_AMT,NUMBER,18,3,예수금에 대한 고객별 예금자보호대상 금액을 나타냄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46834,예금부족사유코드,DETS_ISF_RSN_C,VARCHAR2,2,,부도어음 사유 중 예금부족에 의한 사유코드,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46835,예금분기평균금액,DETS_QRT_AVR_AMT,NUMBER,18,3,수신 예금 분기별 평균잔액,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46836,예금비용비율,DETS_XP_RATO,NUMBER,8,5,신규금액과 가중매출비용으로 산출한 수시입출식 예금의 비용율,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46837,예금상품구분코드,DETS_PRD_TC,VARCHAR2,2,,예금계좌의 상품구분(00: 해당없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46838,예금상품그룹당좌대월글로벌계정과목코드,DETS_PRD_GRP_OVDF_GBL_ASJ_C,VARCHAR2,11,,국외점포 예금상품그룹의 대월 계정과목코드(당좌 대월 시 사용하는 계정과목코드)를 의미함,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46839,예금상품그룹당좌대월이자율,DETS_PRD_GRP_OVDF_INT_RT,NUMBER,22,15,글로벌표준뱅킹 예금상품그룹의 당좌 대월 시 사용하는 대월 이율을 의미함,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46840,예금상품그룹등록일자,DETS_PRD_GRP_ENR_DT,VARCHAR2,8,,글로벌표준뱅킹 수신 예금상품그룹에 대해 등록한 등록일자를 의미함,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46841,예금상품그룹명,DETS_PRD_GRP_NM,VARCHAR2,100,,글로벌표준뱅킹 예금상품그룹에 대한 짧은 상품명(통장에 표시되는 상품명으로 중국지점의 경우 현지어로 표시)을 의미함,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46842,예금상품그룹변동금리적용여부,DETS_PRD_GRP_FLX_IRT_ALY_YN,VARCHAR2,1,,글로벌표준뱅킹 예금상품그룹의 변동금리 여부(예금 이자 계산 시 변동금리 여부)를 의미함,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46843,예금상품그룹분할지급여부,DETS_PRD_GRP_SLT_DFR_YN,VARCHAR2,1,,글로벌표준뱅킹 예금상품그룹의 분할 지급 여부(정기예금의 분할지급(Partial Withdraw)화면에서 처리 가능 여부)를 의미함,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46844,예금상품그룹설명,DETS_PRD_GRP_DES,VARCHAR2,300,,글로벌표준뱅킹 수신 예금상품그룹에 대해 작성된 설명을 의미함,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46845,예금상품그룹여부,DETS_PRD_GRP_YN,VARCHAR2,1,,글로벌표준뱅킹 예금상품그룹의 전결여부(거래 시 전결 여부 항목이지만 사용되지 않음)를 의미함,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46846,예금상품그룹영문설명,DETS_PRD_GRP_WREN_DES,VARCHAR2,300,,글로벌표준뱅킹 예금상품그룹에 대한 영어 설명(상품에 대한 영문명(영어설명))을 의미함,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46847,예금상품그룹월최대입금건수,DETS_PRD_GRP_MM_MXM_ROM_CNT,NUMBER,10,,글로벌표준뱅킹 예금상품그룹의 월간 입금 최대 거래건수(월간 대변(입금) 거래 최대 가능 건수)를 의미함,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46848,예금상품그룹월최대출금건수,DETS_PRD_GRP_MM_MXM_WIW_CNT,NUMBER,10,,글로벌표준뱅킹 예금상품그룹의 월간 출금 최대 거래건수(월간 차변(출금) 거래 최대 가능 건수)를 의미함,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46849,예금상품그룹이자지급여부,DETS_PRD_GRP_INT_DFR_YN,VARCHAR2,1,,글로벌표준뱅킹 예금상품그룹의 예금 상품별 이자 지급 여부(이자 유무 여부)를 의미함,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46850,예금상품그룹최대약정금액,DETS_PRD_GRP_MXM_MCTC_AMT,NUMBER,30,20,글로벌표준뱅킹 예금상품그룹의 최대 계약 금액(정기예금 상품의 최대 약정 가능 금액)을 의미함,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46851,예금상품그룹최대예치가능일수,DETS_PRD_GRP_MXM_DPO_PSB_DDS,NUMBER,5,,글로벌표준뱅킹 예금상품그룹의 최대 예치 가능 일수를 의미함 (정기예금 개설 시 최대 예치 가능 일수를 CHECK 하는데 사용,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46852,예금상품그룹최소신규입금금액,DETS_PRD_GRP_MNM_NW_ROM_AMT,NUMBER,30,20,글로벌표준뱅킹 예금상품그룹의 최소 신규 입금 금액(최초 입금 거래 시 최소 입금 금액)을 의미함,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46853,예금상품그룹최소약정금액,DETS_PRD_GRP_MNM_MCTC_AMT,NUMBER,30,20,글로벌표준뱅킹 예금상품그룹의 최소 계약 금액(정기예금 상품의 최소 약정 가능 금액)을 의미함,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46854,예금상품그룹최소예치가능일수,DETS_PRD_GRP_MNM_DPO_PSB_DDS,NUMBER,5,,글로벌표준뱅킹 예금상품그룹의 최소 예치 가능 일수를 의미함 (정기예금 개설 시 최소 예치 가능 일수를 CHECK 하는데 사용,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46855,예금상품그룹출금수수료,DETS_PRD_GRP_WIW_FEE,NUMBER,30,20,글로벌표준뱅킹 예금상품그룹의 수수료(출금 거래 시 자동 징수되는 수수료)를 의미함,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46856,예금상품금리코드,DETS_PRD_IRT_C,VARCHAR2,5,,예금금리의 정보를 나타내기 위한 기호체계(코어에서 관리하는 값을 인터넷뱅킹에서 사용함),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46857,예금상품방문판매가능여부,DETS_PRD_VST_SLE_PSB_YN,VARCHAR2,1,,방문판매시 예금성 상품(수시입출금, DC)을 취급 가능한지에 대한 여부,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46858,예금서비스종류코드,DETS_SVC_KD_C,VARCHAR2,1,,예금 서비스 종류를 나타내는 코드,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46859,예금서비스종류코드명,DETS_SVC_KD_C_NM,VARCHAR2,500,,예금서비스종류코드의 명칭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46860,예금승인금액,DETS_APV_AMT,NUMBER,18,3,예치한 금액에 대해 승인한 금액,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46861,예금신탁구속성예금금액,DETS_TRS_RTD_AMT,NUMBER,18,,예금과 신탁의 구속성 금액,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46863,예금원화환산월적수,DETS_WONC_MM_ALA,NUMBER,21,,수신 예금상품의 원화환산된 월 적수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46864,예금원화환산잔액,DETS_WONC_BBL,NUMBER,21,,예금 상품의 원화환산된 잔액,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46865,예금월적수원화환산금액,DETS_MM_ALA_WONC_AMT,NUMBER,21,,예금 상품의 월 적수를 원화환산한 금액,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46866,예금이자,DETS_INT,NUMBER,18,3,예금 이자 금액,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46867,예금인출금액,DETS_WDR_AMT,NUMBER,18,3,기간중 인출한 예,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46868,예금입금금액,DETS_ROM_AMT,NUMBER,18,3,기간중 입금한 예,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46869,예금입금회차,DETS_ROM_TOD,NUMBER,5,,예금입금의 회차,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46870,예금잔액,DETS_BBL,NUMBER,18,3,예금상품의 잔고금액,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46871,예금잔액원화환산금액,DETS_BBL_WONC_AMT,NUMBER,21,,예금상품의 잔액을 원화 환산한 금액,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46872,예금장부금액,DETS_ABK_AMT,NUMBER,18,3,예치한 금액의 장부금액,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46873,예금전기말금액,DETS_BEOT_AMT,NUMBER,18,3,전기말에 보유한 예,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46874,예금종별명,DETS_BYCL_NM,VARCHAR2,100,,수신에서의 예금종류명 혹은 수신상품명 (예금,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46875,예금주고객번호,DPW_CNO,VARCHAR2,8,,계좌 예금주의 고객번호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46876,예금주구분코드,DPW_TC,VARCHAR2,2,,20:한국계은행,41:거주자외화예금(기업),42:거주자외화예금(개인),60:교포 및 국내기업 지상사,70:외국인 및 외국인기업,90:기타,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46877,예금주명,DPW_NM,VARCHAR2,100,,계좌의 예금주명,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46878,예금주명변경가능여부,DPW_NM_CHG_PSB_YN,VARCHAR2,1,,가상계좌 수취조회시 예금주명 변경이 가능한 기관여부 체크,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46879,예금주보호금액,DPW_PRT_AMT,NUMBER,18,3,예금자 보호 금액,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46880,예금주보호대상상품여부,DPW_PRT_TGT_PRD_YN,VARCHAR2,1,,예금주 보호 대상 상품 여부(Y/N),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46881,예금주보호여부,DPW_PRT_YN,VARCHAR2,1,,[예금주_보호_여부] : 예금자보호상품 여부,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46882,예금주보호한도금액,DPW_PRT_LMT_AMT,NUMBER,18,3,예금보험공사에서 보장하는 예금자보호금액의 한도 금액,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46885,예금주압류통지여부,DPW_SZR_NTI_YN,VARCHAR2,1,,예금주에게 압류 사실을 통지하였는지의 여부,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46886,예금주전화번호,DPW_TPN,VARCHAR2,20,,예금주의 전화번호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46887,예금주주소,DPW_ADDR,VARCHAR2,300,,당타행 예금주의 주소,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46888,예금주추심통지여부,DPW_CLT_NTI_YN,VARCHAR2,1,,예금주에게 추심사실을 통지하였는지의 여부,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46889,예금중도인출변경일자,DETS_MDW_WDR_CHG_DT,VARCHAR2,8,,예금상품에 대해 최종 지급시 변경된 일자를 관리,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46890,예금중도인출예약횟수,DETS_MDW_WDR_BKN_NOT,NUMBER,5,,예금상품인 경우 일중에 발생한 지급예약의 횟수를 누적(마감후 초기화됨),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46891,예금중도인출횟수,DETS_MDW_WDR_NOT,NUMBER,5,,예금상품의 중도인출 가능횟수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46892,예금통장증서번호,DETS_BKB_CWT_NO,VARCHAR2,8,,예금 신규 거래시 발행되는 통장이나 증서의 번호이다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46893,예금평잔,DETS_AVB,NUMBER,18,3,예금상품의 평잔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46894,예금평잔금액,DETS_AVB_AMT,NUMBER,18,3,예금의 평잔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46895,예금해지구분코드,DETS_CCC_TC,VARCHAR2,2,,예금 해지의 구분이 되는 코드,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- 99 : 중도해지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  01 : 만기해지""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46896,예금해지구분코드명,DETS_CCC_TC_NM,VARCHAR2,100,,예금 해지의 구분이 되는 코드,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- 01 : 만기해지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  02 : 중도해지 등등""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46897,예비내용,RSRV_CONE,VARCHAR2,100,,등록시 예비내용 작성용,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46898,예비명목금액여부,RSRV_PTX_AMT_YN,VARCHAR2,1,,한개의 Swap거래를 구간별 조건이 다름에 따라 여러개의 Deal로 쪼개서 찍어서 관리하는 것이 있음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46899,예비비전용금액,RSRV_XP_DIVR_AMT,NUMBER,18,3,예비비에서 일반 예산으로 전용한 금액,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46900,예비상환일자,RSRV_REPA_DT,VARCHAR2,8,,상환이 예상되는 일자,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46901,예비열쇠교부등록승인일자,RSRV_KEY_HOV_ENR_APV_DT,VARCHAR2,8,,예비열쇠를 교부(또는 미교부)를 승인 처리한 일자,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46902,예비열쇠교부등록일자,RSRV_KEY_HOV_ENR_DT,VARCHAR2,8,,예비열쇠를 교부(또는 미교부)를 등록한 일자,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46903,예비열쇠교부등록처리자사용자ID,RSRV_KEY_HOV_ENR_PCPR_USID,VARCHAR2,14,,예비열쇠를 교부(또는 미교부)를 등록 처리한 사용자ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46904,예비열쇠교부상태코드,RSRV_KEY_HOV_STS_C,VARCHAR2,2,,예비열쇠 교부에 대한 진행상태를 나타내는 코드,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46905,예비열쇠교부여부,RSRV_KEY_HOV_YN,VARCHAR2,1,,예비열쇠를 교부했는지 여부,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46906,예비열쇠미교부사유내용,RSRV_KEY_NYHO_RSN_CONE,VARCHAR2,300,,열비열쇠를 미교부한 경우 미교부 사유,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46907,예비영역내용,RSRV_PVC_CONE,VARCHAR2,300,,사용자내용 (RESERVED),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46908,예비입금계좌번호,RSRV_ROM_ACT_NO,VARCHAR2,20,,계좌간 자동이체 등록시 이자지급식 상품에 대한 예비입금계좌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46909,예비조내면출입문열쇠수량,REGR_INS_ETDR_KEY_QTY,NUMBER,10,,벽금고,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46910,예비조외면출입문열쇠수량,REGR_OTS_ETDR_KEY_QTY,NUMBER,10,,벽금고,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46911,예비중견기업여부,RSRV_EOMS_YN,VARCHAR2,1,,예비중견기업(최근매출액 300억원초과 창업7년초과 기업으로 해당시) 선정 여부,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46912,예비중견기업여부변경여부,RSRV_EOMS_YN_CHG_YN,VARCHAR2,1,,예비중견기업여부항목의 변경여부,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46913,예비중견기업추가인정서류번호,RSRV_EOMS_APN_ADM_PES_NO,VARCHAR2,60,,예비중견기업추가인정근거서류번호를 관리하는 도메인이다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46914,예비중견기업추가인정서류변경여부,RSRV_EOMS_APN_ADM_PES_CHG_YN,VARCHAR2,1,,예비중견기업추가인정서류번호항목의 변경여부,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46915,예비중견기업추가인정여부,RSRV_EOMS_APN_ADM_YN,VARCHAR2,1,,예비중견기업으로 추가 인정 여부,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46916,예비중견기업추가인정여부변경여부,RSRV_EOMS_APN_ADM_YN_CHG_YN,VARCHAR2,1,,예비중견기업추가인정여부항목의 변경여부,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46917,예비컬럼유형코드,RSRV_COL_TP_C,VARCHAR2,2,,명부의 가변적 코드를 유형별로 구분하는 코드,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46918,예비평가기술지적재산권가치의뢰여부,RSRV_EVL_SKL_IPP_WOR_ASK_YN,VARCHAR2,1,,해당 기술조사의뢰 건에 IP가치(예비평가)가 포함되어 있는지의 여부. N. 의뢰하지 않음. Y. 의뢰함,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46919,예산거래구분코드,BG_TR_TC,VARCHAR2,2,,예산 거래를 구분관리하기 위한 코드,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46920,예산거래처구분코드,BG_BCQ_TC,VARCHAR2,2,,예산 거래처의 성격을 구분 관리하기 위한 코드,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46921,예산거래처번호,BG_BCQ_NO,VARCHAR2,8,,예산 지급을 위한 거래 상대방을 관리하기 위한 일련번호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46922,예산거래처상태코드,BG_BCQ_STS_C,VARCHAR2,2,,예산 거래처의 상태를 정상,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46923,예산결산상태코드,BG_SOA_STS_C,VARCHAR2,2,,예산의 결산상태를 구분하는 코드,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46924,예산경비서무원장상태코드,BG_XPN_GAF_LDG_STS_C,VARCHAR2,2,,글로벌표준뱅킹에서 예산 경비 업무의 거래 내역의 상태를 관리하는 코드이다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46925,예산관리부점코드,BG_MNG_BBR_C,VARCHAR2,3,,해당부점의 예산을 관리하는 부점코드,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46926,예산단위사업개요,BG_UNT_ABUS_OTL,VARCHAR2,300,,부점에서 사업성 예산을 별도 관리하기 위한 단위사업의 대략적인 설명,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46927,예산단위사업명,BG_UNT_ABUS_NM,VARCHAR2,60,,부점에서 사업성 예산을 별도 관리하기 위한 단위사업의 명칭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46928,예산단위사업코드,BG_UNT_ABUS_C,VARCHAR2,3,,부점에서 사업성 예산을 별도 관리하기 위한 단위사업 코드,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46929,예산단위사업필요내용,BG_UNT_ABUS_NED_CONE,VARCHAR2,600,,예산단위사업의 필요성을 설명한 내용,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46930,예산단위사업확정여부,BG_UNT_ABUS_DFN_YN,VARCHAR2,1,,각 부점에서 신규등록한 예산단위사업을 예산관리자가 확정했는지 여부,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46931,예산대출금액,BG_LD_AMT,NUMBER,18,3,대출을 위하여 지급되는 예산금액,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46932,예산대출이율내용,BG_LD_ITSR_CONE,VARCHAR2,300,,예산대출금액의 이율정보에 대한 내용(일자,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46935,예산배정거래전최종잔액,BG_ASG_TR_BF_LST_BBL,NUMBER,18,3,글로벌 예산 배정 거래 전 예산의 최종 잔액을 의미함,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46936,예산배정거래후신규금액,BG_ASG_TR_AF_NW_AMT,NUMBER,18,3,글로벌 예산 배정 거래 후 변경되어진 예산의 신규 잔액을 의미함,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46937,예산배정계산내용,BG_ASG_CAL_CONE,VARCHAR2,2000,,예산 배정 금액을 산출하거나 요구하기 위한 근거가 되는 수식의 내용,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46938,예산배정년월,BG_ASG_YM,VARCHAR2,6,,글로벌표준뱅킹 예산 배정년도의 년월 정보를 의미함,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46939,예산배정반납금액,BG_ASG_RTN_AMT,NUMBER,18,3,기 배정된 예산 금액을 예산관리자 또는 주관부문예산관리자에게 반납한 금액,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46940,예산배정반납원화환산금액,BG_ASG_RTN_WONC_AMT,NUMBER,18,,예산 배정반납한 금액에 적용환율을 곱하여 원화로 환산한 금액,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46941,예산배정번호,BG_ASG_NO,VARCHAR2,4,,예산 배정 정보를 관리하기 위한 번호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46942,예산배정순서일련번호,BG_ASG_SQN_SNO,NUMBER,9,,글로벌표준뱅킹 예산 편성 시 부여되는 배정 순차번호를 의미함,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46943,예산배정승인상태코드,BG_ASG_APV_STS_C,VARCHAR2,2,,글로벌 예산 배정 승인 상태에 대한 코드를 관리하는 속성이다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46944,예산배정승인참조번호,BG_ASG_APV_RFR_NO,VARCHAR2,30,,글로벌표준뱅킹 예산 배정에 대한 승인 참조번호를 의미함,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46945,예산배정연도,BG_ASG_YY,VARCHAR2,4,,예산을 배정한 연도,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46946,예산배정원화환산금액,BG_ASG_WONC_AMT,NUMBER,18,,예산 배정 금액에 적용환율을 곱하여 원화로 환산한 금액,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46947,예산배정원화환산잔액,BG_ASG_WONC_BBL,NUMBER,18,,예산배정원화환산금액에서 예산집행원화환산금을 차감한 금액,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46948,예산배정일자,BG_ASG_DT,VARCHAR2,8,,예산을 배정한 일자,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46949,예산배정통화경비지급금액,BG_ASG_CUR_XPN_DFR_AMT,NUMBER,18,3,글로벌 경비 지급 거래에 대한 예산 배정 통화 기준의 금액(VAT제외)을 의미함,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46950,예산배정통화경비지급총금액,BG_ASG_CUR_XPN_DFR_TOT_AMT,NUMBER,18,3,글로벌 경비 지급 거래에 대한 예산 배정 통화 기준의 총 금액(VAT제외)을 의미함,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46951,예산번호,BG_NO,VARCHAR2,15,,[예산번호] : 예산번호 : 예산의 집행시 부점별,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
