No.,표준용어논리명,표준용어물리명,데이터타입,데이터길이,데이터소수점길이,도메인그룹
39169,수신6개월평잔,RMS_M6_AVB,NUMBER,18,3,금액
39170,수신ISOXML전문정보,RMS_ISO_XML_TGR_INF,CLOB,,,내용
39171,수신ISO국가기호코드,RMS_ISO_NTN_SYM_C,VARCHAR2,2,,코드
39172,수신ISO메시지유형ID,RMS_ISO_MSG_TP_ID,VARCHAR2,30,,ID
39173,수신ISO업무메시지ID,RMS_ISO_BZ_MSG_ID,VARCHAR2,35,,ID
39174,수신거래ID,RMS_TR_ID,VARCHAR2,10,,ID
39175,수신거래고객여부,DP_TR_CST_YN,VARCHAR2,1,,여부
39176,수신거래구분코드,DP_TR_TC,VARCHAR2,2,,코드
39177,수신거래구분코드설명,DP_TR_TC_DES,VARCHAR2,300,,내용
39178,수신거래글로벌차변대변구분코드,DP_TR_GBL_DR_CDTS_TC,VARCHAR2,2,,코드
39179,수신거래내역수신여부,DP_TR_PRTS_RMS_YN,VARCHAR2,1,,여부
39180,수신거래대기잔액,DP_TR_WAT_BBL,NUMBER,18,3,금액
39181,수신거래미달러환산금액,DP_TR_USD_CVS_AMT,NUMBER,18,3,금액
39182,수신거래수수료적용여부,DP_TR_FEE_ALY_YN,VARCHAR2,1,,여부
39183,수신거래수수료포함여부,DP_TR_FEE_ICD_YN,VARCHAR2,1,,여부
39184,수신거래승인대기잔액,DP_TR_APV_WAT_BBL,NUMBER,30,20,금액
39185,수신거래예수금입출금금액,DP_TR_DNCA_RNDN_AMT,NUMBER,18,3,금액
39186,수신거래이체대상계좌번호,DP_TR_TFR_TGT_ACT_NO,VARCHAR2,20,,번호
39187,수신거래일련번호,DP_TR_SNO,NUMBER,9,,일련번호
39188,수신거래입금주체명,DP_TR_ROM_MBDY_NM,VARCHAR2,100,,명칭
39189,수신거래입출금후잔액,DP_TR_RNDN_AF_BBL,NUMBER,18,3,금액
39190,수신거래종류명,DP_TR_KD_NM,VARCHAR2,100,,명칭
39191,수신거래종류코드,DP_TR_KD_C,VARCHAR2,2,,코드
39192,수신거래종류코드명,DP_TR_KD_C_NM,VARCHAR2,500,,명칭
39193,수신거래통장사용여부,DP_TR_BKB_USE_YN,VARCHAR2,1,,여부
39194,수신거래통장출력비고,DP_TR_BKB_PRO_RMK,VARCHAR2,300,,내용
39195,수신거래통장출력여부,DP_TR_BKB_PRO_YN,VARCHAR2,1,,여부
39196,수신거래통장출력일자,DP_TR_BKB_PRO_DT,VARCHAR2,8,,날짜
39197,수신거래통화코드,DP_TR_CUR_C,VARCHAR2,3,,코드
39198,수신거래현금금액,DP_TR_CSH_AMT,NUMBER,18,3,금액
39199,수신계좌개설권유사용자ID,DPAC_OPN_SLC_USID,VARCHAR2,14,,ID
39200,수신계좌거래내역최종순서일련번호,DPAC_TR_PRTS_LST_SQN_SNO,NUMBER,9,,일련번호
39201,수신계좌거래최종순서일련번호,DPAC_TR_LST_SQN_SNO,NUMBER,9,,일련번호
39202,수신계좌건수,DPAC_CNT,NUMBER,10,,수
39203,수신계좌구간이자율적용시작일자,DPAC_SCTN_INT_RT_ALY_STT_DT,VARCHAR2,8,,날짜
39204,수신계좌구계좌번호,DPAC_OD_ACT_NO,VARCHAR2,20,,번호
39205,수신계좌구분코드,DPAC_TC,VARCHAR2,2,,코드
39206,수신계좌구분코드명,DPAC_TC_NM,VARCHAR2,500,,명칭
39207,수신계좌금액구간순서일련번호,DPAC_AMT_SCTN_SQN_SNO,NUMBER,9,,일련번호
39208,수신계좌금액구간시작잔액,DPAC_AMT_SCTN_STT_BBL,NUMBER,18,3,금액
39209,수신계좌금액구간종료잔액,DPAC_AMT_SCTN_END_BBL,NUMBER,18,3,금액
39210,수신계좌당좌대월한도금액,DPAC_OVDF_LMT_AMT,NUMBER,18,3,금액
39211,수신계좌대출약정참조번호,DPAC_LD_MCTC_RFR_NO,VARCHAR2,30,,번호
39212,수신계좌만기연장가능여부,DPAC_XRT_XTS_PSB_YN,VARCHAR2,1,,여부
39213,수신계좌만기연장후개설일자,DPAC_XRT_XTS_AF_OPN_DT,VARCHAR2,8,,날짜
39214,수신계좌만기일자,DPAC_XRT_DT,VARCHAR2,8,,날짜
39215,수신계좌모계좌번호,DPAC_MO_ACT_NO,VARCHAR2,20,,번호
39216,수신계좌모계좌보유여부,DPAC_MO_ACT_HLD_YN,VARCHAR2,1,,여부
39217,수신계좌무통장거래건수,DPAC_WBK_TR_CNT,NUMBER,10,,수
39218,수신계좌미수금잔액,DPAC_ARA_BBL,NUMBER,18,3,금액
39219,수신계좌발행수표결제일자,DPAC_PUB_CHK_STM_DT,VARCHAR2,8,,날짜
39220,수신계좌발행수표금액,DPAC_PUB_CHK_AMT,NUMBER,18,3,금액
39221,수신계좌발행수표만기일자,DPAC_PUB_CHK_XRT_DT,VARCHAR2,8,,날짜
39222,수신계좌발행수표발행일자,DPAC_PUB_CHK_PUB_DT,VARCHAR2,8,,날짜
39223,수신계좌발행수표번호,DPAC_PUB_CHK_NO,VARCHAR2,16,,번호
39224,수신계좌발행수표수취인명,DPAC_PUB_CHK_ARER_NM,VARCHAR2,100,,명칭
39225,수신계좌발행수표수취인식별참조번호,DPAC_PUB_CHK_ARER_DCM_RFR_NO,VARCHAR2,30,,번호
39226,수신계좌발행수표주소,DPAC_PUB_CHK_ADDR,VARCHAR2,300,,연락처
39227,수신계좌발행수표통화코드,DPAC_PUB_CHK_CUR_C,VARCHAR2,3,,코드
39228,수신계좌번호,DP_ACT_NO,VARCHAR2,20,,번호
39229,수신계좌번호채번여부,DP_ANO_GNO_YN,VARCHAR2,1,,여부
39230,수신계좌분할인출거래건수,DPAC_SLT_WDR_TR_CNT,NUMBER,10,,수
39231,수신계좌사고등록금액,DPAC_ACD_ENR_AMT,NUMBER,18,3,금액
39232,수신계좌사고등록법적제한여부,DPAC_ACD_ENR_LGL_RTC_YN,VARCHAR2,1,,여부
39233,수신계좌사고등록수표지급상대처명,DPAC_ACD_ENR_CHK_DFR_OPP_NM,VARCHAR2,255,,명칭
39234,수신계좌사고등록시작수표번호,DPAC_ACD_ENR_STT_CHK_NO,VARCHAR2,10,,번호
39235,수신계좌사고등록일자,DPAC_ACD_ENR_DT,VARCHAR2,8,,날짜
39236,수신계좌사고등록종료수표번호,DPAC_ACD_ENR_END_CHK_NO,VARCHAR2,10,,번호
39237,수신계좌사고등록해제내역일련번호,DPAC_ACD_ENR_RLS_PRTS_SNO,NUMBER,9,,일련번호
39238,수신계좌사고최종수표금액,DPAC_ACD_LST_CHK_AMT,NUMBER,18,3,금액
39239,수신계좌사고최종수표번호,DPAC_ACD_LST_CHK_NO,VARCHAR2,10,,번호
39240,수신계좌사고해제사용자ID,DPAC_ACD_RLS_USID,VARCHAR2,14,,ID
39241,수신계좌사고해제일자,DPAC_ACD_RLS_DT,VARCHAR2,8,,날짜
39242,수신계좌상태검증여부,DPAC_STS_VRF_YN,VARCHAR2,1,,여부
39243,수신계좌상태코드,DP_ACT_STS_C,VARCHAR2,2,,코드
39244,수신계좌세액포함이자지급금액,DPAC_TX_ICD_INT_DFR_AMT,NUMBER,18,3,금액
39245,수신계좌소득세면제여부,DPAC_ICTX_XMT_YN,VARCHAR2,1,,여부
39246,수신계좌수수료거래순서일련번호,DPAC_FEE_TR_SQN_SNO,NUMBER,9,,일련번호
39247,수신계좌수수료기준통화지급금액,DPAC_FEE_BCUR_DFR_AMT,NUMBER,18,3,금액
39248,수신계좌수수료면제등록일자,DPAC_FEE_XMT_ENR_DT,VARCHAR2,8,,날짜
39249,수신계좌수수료면제등록해제여부,DPAC_FEE_XMT_ENR_RLS_YN,VARCHAR2,1,,여부
39250,수신계좌수수료면제해제사용자ID,DPAC_FEE_XMT_RLS_USID,VARCHAR2,14,,ID
39251,수신계좌수수료면제해제일자,DPAC_FEE_XMT_RLS_DT,VARCHAR2,8,,날짜
39252,수신계좌수수료율,DPAC_FEE_RT,NUMBER,11,6,율/비율
39253,수신계좌수수료지급금액,DPAC_FEE_DFR_AMT,NUMBER,18,3,금액
39254,수신계좌수표발행여부,DPAC_CHK_PUB_YN,VARCHAR2,1,,여부
39255,수신계좌암호화번호,DPAC_ECY_NO,VARCHAR2,64,,번호
39256,수신계좌연결계좌번호,DPAC_LNK_ACT_NO,VARCHAR2,20,,번호
39257,수신계좌예적금기간수,DPAC_DIS_TRM_NBR,NUMBER,10,,수
39258,수신계좌월입금거래건수,DPAC_MM_ROM_TR_CNT,NUMBER,10,,수
39259,수신계좌월출금거래건수,DPAC_MM_WIW_TR_CNT,NUMBER,10,,수
39260,수신계좌유효일자,DPAC_AVL_DT,VARCHAR2,8,,날짜
39261,수신계좌이자원천징수국세금액,DPAC_INT_FNT_LVY_NTX_AMT,NUMBER,18,3,금액
39262,수신계좌이자원천징수국세세율,DPAC_INT_FNT_LVY_NTX_TXR,NUMBER,8,5,율/비율
39263,수신계좌이자원천징수지방세금액,DPAC_INT_FNT_LVY_LOCTX_AMT,NUMBER,18,3,금액
39264,수신계좌이자원천징수지방세세율,DPAC_INT_FNT_LVY_LOCTX_TXR,NUMBER,8,5,율/비율
39265,수신계좌이자율설명,DPAC_INT_RT_DES,VARCHAR2,300,,내용
39266,수신계좌이자지급금액,DPAC_INT_DFR_AMT,NUMBER,18,3,금액
39267,수신계좌이자지급기간수,DPAC_INT_DFR_TRM_NBR,NUMBER,3,,수
39268,수신계좌이자지급대상고객명,DPAC_INT_DFR_TGT_CST_NM,VARCHAR2,100,,명칭
39269,수신계좌이자지급신규계좌번호,DPAC_INT_DFR_NW_ACT_NO,VARCHAR2,20,,번호
39270,수신계좌이자지급일수,DPAC_INT_DFR_DDS,NUMBER,5,,수
39271,수신계좌이자지급총세액,DPAC_INT_DFR_TOT_TX,NUMBER,18,3,금액
39272,수신계좌이자지급총일수,DPAC_INT_DFR_TOT_DDS,NUMBER,10,,수
39273,수신계좌이자지급추가금액,DPAC_INT_DFR_APN_AMT,NUMBER,18,3,금액
39274,수신계좌이자지급추가일수,DPAC_INT_DFR_APN_DDS,NUMBER,10,,수
39275,수신계좌이전미지급비용,DPAC_MVG_NDFY_XP,NUMBER,18,3,금액
39276,수신계좌이전차회이자지급일자,DPAC_MVG_NXT_INT_DFR_DT,VARCHAR2,8,,날짜
39277,수신계좌이전최종이자지급일자,DPAC_MVG_LST_INT_DFR_DT,VARCHAR2,8,,날짜
39278,수신계좌이전회차이자율,DPAC_MVG_TOD_INT_RT,NUMBER,11,6,율/비율
39279,수신계좌이전회차최종이자지급일자,DPAC_MVG_TOD_LST_INT_DFR_DT,VARCHAR2,8,,날짜
39280,수신계좌인출제한금액,DPAC_WDR_RTC_AMT,NUMBER,18,3,금액
39281,수신계좌일결산누적거래금액,DPAC_DD_SOA_ACM_TR_AMT,NUMBER,18,3,금액
39282,수신계좌일결산누적이자,DPAC_DD_SOA_ACM_INT,NUMBER,18,3,금액
39283,수신계좌일결산전이자,DPAC_DD_SOA_BF_INT,NUMBER,18,3,금액
39284,수신계좌일결산처리일자,DPAC_DD_SOA_PRC_DT,VARCHAR2,8,,날짜
39285,수신계좌일전체잔액,DPAC_DD_WHL_BBL,NUMBER,18,3,금액
39286,수신계좌일출금가능잔액,DPAC_DD_WIW_PSB_BBL,NUMBER,18,3,금액
39287,수신계좌잔액증명발급일자,DPAC_BBL_PRF_ISN_DT,VARCHAR2,8,,날짜
39288,수신계좌적수금액,DPAC_ALA_AMT,NUMBER,18,3,금액
39289,수신계좌전체잔액,DPAC_WHL_BBL,NUMBER,18,3,금액
39290,수신계좌존재여부,DPAC_EXIS_YN,VARCHAR2,1,,여부
39291,수신계좌중국비거주자예금여부,DPAC_CN_NRR_DETS_YN,VARCHAR2,1,,여부
39292,수신계좌지급여부,DPAC_DFR_YN,VARCHAR2,1,,여부
39293,수신계좌차이이자,DPAC_DFF_INT,NUMBER,18,3,금액
39294,수신계좌차회이자지급일자,DPAC_NXT_INT_DFR_DT,VARCHAR2,8,,날짜
39295,수신계좌최종미지급비용,DPAC_LST_NDFY_XP,NUMBER,18,3,금액
39296,수신계좌최종이자지급일자,DPAC_LST_INT_DFR_DT,VARCHAR2,8,,날짜
39297,수신계좌최종일미지급비용,DPAC_LST_DD_NDFY_XP,NUMBER,18,3,금액
39298,수신계좌최종입금금액,DPAC_LST_ROM_AMT,NUMBER,18,3,금액
39299,수신계좌최종입금일자,DPAC_LST_ROM_DT,VARCHAR2,8,,날짜
39300,수신계좌최종출금금액,DPAC_LST_WIW_AMT,NUMBER,18,3,금액
39301,수신계좌최종출금일자,DPAC_LST_WIW_DT,VARCHAR2,8,,날짜
39302,수신계좌최종통장라인참조번호,DPAC_LST_BKB_LIN_RFR_NO,VARCHAR2,30,,번호
39303,수신계좌출금가능잔액,DPAC_WIW_PSB_BBL,NUMBER,18,3,금액
39304,수신계좌타행수표고유식별참조번호,DPAC_OBK_CHK_UNQ_DCM_RFR_NO,VARCHAR2,30,,번호
39305,수신계좌타행수표입금금액,DPAC_OBK_CHK_ROM_AMT,NUMBER,18,3,금액
39306,수신계좌타행수표자금화일수,DPAC_OBK_CHK_CLZ_DDS,NUMBER,10,,수
39307,수신계좌타행수표자금화일자,DPAC_OBK_CHK_CLZ_DT,VARCHAR2,8,,날짜
39308,수신계좌타행수표추심여부,DPAC_OBK_CHK_CLT_YN,VARCHAR2,1,,여부
39309,수신계좌타행수표출금가능금액,DPAC_OBK_CHK_WIW_PSB_AMT,NUMBER,18,3,금액
39310,수신계좌통장등록일자,DPAC_BKB_ENR_DT,VARCHAR2,8,,날짜
39311,수신계좌통장발행건수,DPAC_BKB_PUB_CNT,NUMBER,10,,수
39312,수신계좌통장잔액,DPAC_BKB_BBL,NUMBER,18,3,금액
39313,수신계좌통장참조번호,DPAC_BKB_RFR_NO,VARCHAR2,30,,번호
39314,수신고객경영지표구분코드,DP_CST_ADON_DTP_TC,VARCHAR2,5,,코드
39315,수신고객그룹계열사구분명,DP_CST_GRP_SUSY_DTT_NM,VARCHAR2,100,,명칭
39316,수신고객그룹고객번호,DP_CST_GRP_CNO,VARCHAR2,8,,번호
39317,수신고객그룹명,DP_CST_GRP_NM,VARCHAR2,100,,명칭
39318,수신고객기여도등급코드,DP_CST_CDG_GR_C,VARCHAR2,1,,코드
39319,수신고객담당사용자ID,DP_CST_BICE_USID,VARCHAR2,14,,ID
39320,수신고객담당자구분코드,DP_CST_CGPR_TC,VARCHAR2,3,,코드
39321,수신고객수,DP_CST_NBR,NUMBER,10,,수
39322,수신공동명의계좌통합고객번호,DP_JNT_NMN_ACT_ITR_CNO,VARCHAR2,8,,번호
39323,수신공동명의등록일자,DP_JNT_NMN_ENR_DT,VARCHAR2,8,,날짜
39324,수신공동명의해제사용자ID,DP_JNT_NMN_RLS_USID,VARCHAR2,14,,ID
39325,수신공동명의해제일자,DP_JNT_NMN_RLS_DT,VARCHAR2,8,,날짜
39326,수신과목코드,DP_SUBJ_C,VARCHAR2,3,,코드
39327,수신과목코드명,DP_SUBJ_C_NM,VARCHAR2,500,,명칭
39328,수신관리고객여부,DP_MNG_CST_YN,VARCHAR2,1,,여부
39329,수신관리내부부점명,DP_MNG_ITN_BBR_NM,VARCHAR2,60,,명칭
39330,수신관리내부부점코드,DP_MNG_ITN_BBR_C,VARCHAR2,3,,코드
39331,수신관리부점명,DP_MNG_BBR_NM,VARCHAR2,100,,명칭
39332,수신관리부점코드,DP_MNG_BBR_C,VARCHAR2,3,,코드
39333,수신관리부점코드값명,DP_MNG_BBR_CDVA_NM,VARCHAR2,4,,명칭
39334,수신구속성건수,DP_OD_ATR_CNT,NUMBER,5,,수
39335,수신구속성예금금액,DP_RTD_AMT,NUMBER,18,3,금액
39336,수신구속성예금합계금액,DP_RTD_ADU_AMT,NUMBER,18,,금액
39337,수신금리,DP_IRT,NUMBER,8,5,율/비율
39338,수신금리경영지표구분코드,DP_IRT_ADON_DTP_TC,VARCHAR2,5,,코드
39339,수신금리변동주기구분코드,DP_IRT_FLX_CLE_TC,VARCHAR2,2,,코드
39340,수신금리티어구분코드,DP_IRT_TIER_TC,VARCHAR2,2,,코드
39341,수신금액,DP_AMT,NUMBER,18,3,금액
39342,수신금액구분코드,DP_AMT_TC,VARCHAR2,2,,코드
39343,수신금융결제원금융기관대표코드,DP_KFTC_FIT_RPS_C,VARCHAR2,3,,코드
39344,수신금융결제원저축은행코드,DP_KFTC_SVB_C,VARCHAR2,3,,코드
39345,수신금융기관공동코드,RMS_FIT_JNT_C,VARCHAR2,7,,코드
39346,수신금융대출사고신고코드,DP_FNN_LD_ACD_DCL_C,VARCHAR2,3,,코드
39347,수신금융사기사고신고코드,DP_FNN_FRD_ACD_DCL_C,VARCHAR2,3,,코드
39348,수신기관전문번호,DP_IST_TGR_NO,VARCHAR2,5,,번호
39349,수신기본원장계좌번호,DP_BSC_LDG_ACT_NO,VARCHAR2,20,,번호
39350,수신기업여신계좌번호,DP_EPR_LN_ACT_NO,VARCHAR2,20,,번호
39351,수신기업외여신계좌번호,DP_EPRX_LN_ACT_NO,VARCHAR2,20,,번호
39352,수신기준금리,DP_BSE_IRT,NUMBER,8,5,율/비율
39353,수신기준일자,RMS_BSE_DT,VARCHAR2,8,,날짜
39354,수신기타실적처리요청문서번호,DP_ETC_RSL_PRC_REQ_DOC_NO,VARCHAR2,30,,번호
39355,수신기한상품여부,DP_TLM_PRD_YN,VARCHAR2,1,,여부
39356,수신내부관리사고신고코드,DP_ITN_MNG_ACD_DCL_C,VARCHAR2,3,,코드
39357,수신내부부점코드,DP_ITN_BBR_C,VARCHAR2,3,,코드
39358,수신내용일련번호,DP_CONE_SNO,NUMBER,9,,일련번호
39359,수신네고승인일련번호,DP_NEG_APV_SNO,NUMBER,9,,일련번호
39360,수신담당부점코드,DP_BICE_BBR_C,VARCHAR2,3,,코드
39361,수신담당사용자ID,DP_BICE_USID,VARCHAR2,14,,ID
39362,수신담당자개인번호,DP_CGPR_EPN,VARCHAR2,6,,번호
39363,수신당좌대월글로벌계정과목코드,DP_OVDF_GBL_ASJ_C,VARCHAR2,11,,코드
39364,수신대량이체일련번호,DP_LQN_TFR_SNO,NUMBER,9,,일련번호
39365,수신대변거래제한여부,DP_CDTS_TR_RTC_YN,VARCHAR2,1,,여부
39366,수신대외기관구분코드,RMS_FOOE_IST_TC,VARCHAR2,3,,코드
39367,수신대외기관사고신고코드,DP_FOOE_IST_ACD_DCL_C,VARCHAR2,3,,코드
39368,수신대출일자,DP_LD_DT,VARCHAR2,8,,날짜
39369,수신대표전화국번호,RMS_RPS_TL_PON,VARCHAR2,4,,연락처
39370,수신대표전화번호,DP_RPS_TPN,VARCHAR2,20,,연락처
39371,수신대표전화지역번호,RMS_RPS_TL_ARC,VARCHAR2,4,,연락처
39372,수신데이터레코드번호,RMS_DAT_RCOD_NO,VARCHAR2,15,,번호
39373,수신데이터생성건수,DP_DAT_GNT_CNT,NUMBER,10,,수
39374,수신데이터생성시작일시,DP_DAT_GNT_STT_DTM,DATE,,,날짜
39375,수신데이터생성종료일시,DP_DAT_GNT_END_DTM,DATE,,,날짜
39376,수신동의정기안내일자,RMS_SO_FXP_GDC_DT,VARCHAR2,8,,날짜
39377,수신마스터일련번호,DP_MSTR_SNO,NUMBER,9,,일련번호
39378,수신마스터입력일자,DP_MSTR_IPU_DT,VARCHAR2,8,,날짜
39379,수신만기일자,DP_XRT_DT,VARCHAR2,8,,날짜
39380,수신만기일치여부,DP_XRT_ARD_YN,VARCHAR2,1,,여부
39381,수신만족도제외사유코드,DP_SFDG_EXC_RSN_C,VARCHAR2,3,,코드
39382,수신목적세,DP_PPO_TX,NUMBER,18,3,금액
39383,수신목표실적일련번호,DP_GL_RSL_SNO,NUMBER,9,,일련번호
39384,수신발송상태구분코드,RMS_SD_STS_TC,VARCHAR2,2,,코드
39385,수신발송일련번호,RMS_SD_SNO,NUMBER,9,,일련번호
39386,수신법인세,DP_CRP_TX,NUMBER,18,3,금액
39387,수신변경종류코드,DP_CHG_KD_C,VARCHAR2,2,,코드
39388,수신변경종류코드명,DP_CHG_KD_C_NM,VARCHAR2,500,,명칭
39389,수신복리구분코드,DP_CPDI_TC,VARCHAR2,2,,코드
39390,수신복리주기구분코드,DP_CPDI_CLE_TC,VARCHAR2,2,,코드
39391,수신부점명,RMS_BBR_NM,VARCHAR2,100,,명칭
39392,수신부점코드,RMS_BBR_C,VARCHAR2,3,,코드
39393,수신분리과세여부,DP_SRT_TXN_YN,VARCHAR2,1,,여부
39394,수신사고신고대분류코드,DP_ACD_DCL_LGCL_C,VARCHAR2,2,,코드
39395,수신사용자ID,RMS_USID,VARCHAR2,14,,ID
39396,수신사용자구분코드,RMS_USR_TC,VARCHAR2,1,,코드
39397,수신사용자명,RMS_USR_NM,VARCHAR2,40,,명칭
39398,수신사원번호,RMS_ENO,VARCHAR2,32,,번호
39399,수신사원번호목록내용,RMS_ENO_CTL_CONE,VARCHAR2,2000,,내용
39400,수신상담조회구분코드,DP_CUN_INQ_TC,VARCHAR2,2,,코드
39401,수신상품대분류코드,DP_PRD_LGCL_C,VARCHAR2,2,,코드
39402,수신상품대분류코드명,DP_PRD_LGCL_C_NM,VARCHAR2,500,,명칭
39403,수신상품만기안내구분코드,DP_PRD_XRT_GDC_TC,VARCHAR2,1,,코드
39404,수신상품명,DP_PRD_NM,VARCHAR2,100,,명칭
39405,수신상품분류코드,DP_PRD_CLSF_C,VARCHAR2,2,,코드
39406,수신상품세율설명,DP_PRD_TXR_DES,VARCHAR2,300,,내용
39407,수신상품원천징수세율,DP_PRD_FNT_LVY_TXR,NUMBER,11,6,율/비율
39408,수신상품정보추가구분코드,DP_PRD_INF_APN_TC,VARCHAR2,2,,코드
39409,수신상품종류코드,DP_PRD_KD_C,VARCHAR2,2,,코드
39410,수신상품종류코드명,DP_PRD_KD_C_NM,VARCHAR2,500,,명칭
39411,수신상품중분류구분코드,DP_PRD_MDCL_TC,VARCHAR2,2,,코드
39412,수신상품추가대상키내용,DP_PRD_APN_TGTKY_CONE,VARCHAR2,100,,내용
39413,수신상품코드,DP_PRD_C,VARCHAR2,12,,코드
39414,수신설정상태코드,DP_SUP_STS_C,VARCHAR2,2,,코드
39415,수신설정상태코드명,DP_SUP_STS_C_NM,VARCHAR2,500,,명칭
39416,수신세율,DP_TXR,NUMBER,8,5,율/비율
39417,수신수수료글로벌계정과목코드,DP_FEE_GBL_ASJ_C,VARCHAR2,11,,코드
39418,수신수수료면제최소평균금액,DP_FEE_XMT_MNM_AVR_AMT,NUMBER,18,3,금액
39419,수신수수료면제횟수,DP_FEE_XMT_NOT,NUMBER,5,,수
39420,수신수수료설명,DP_FEE_DES,VARCHAR2,300,,내용
39421,수신수수료적용여부,DP_FEE_ALY_YN,VARCHAR2,1,,여부
39422,수신수수료적용율,DP_FEE_ALY_RT,NUMBER,11,6,율/비율
39423,수신수수료종류참조번호,DP_FEE_KD_RFR_NO,VARCHAR2,30,,번호
39424,수신수수료징수구분코드,DP_FEE_LVY_TC,VARCHAR2,1,,코드
39425,수신수수료최대금액,DP_FEE_MXM_AMT,NUMBER,18,3,금액
39426,수신수수료최소금액,DP_FEE_MNM_AMT,NUMBER,18,3,금액
39427,수신수정주식가격,RMS_AMN_STK_PR,NUMBER,24,6,금액
39428,수신순서번호,RMS_SQN_NO,VARCHAR2,2,,번호
39429,수신시각,RMS_TM,VARCHAR2,6,,날짜
39430,수신시스템연동여부,DP_SYS_LKAG_YN,VARCHAR2,1,,여부
39431,수신실적목표금액,DP_RSL_GL_AMT,NUMBER,18,3,금액
39432,수신암호화전문내용,RMS_ECY_TGR_CONE,VARCHAR2,8000,,내용
39433,수신압류추심사고신고코드,DP_SZR_CLT_ACD_DCL_C,VARCHAR2,3,,코드
39434,수신업무계좌번호,DP_BZ_ACT_NO,VARCHAR2,20,,번호
39435,수신업무계좌상태코드,DP_BZ_ACT_STS_C,VARCHAR2,2,,코드
39436,수신업무계좌상태코드명,DP_BZ_ACT_STS_C_NM,VARCHAR2,500,,명칭
39437,수신업무구분코드,DP_BZ_TC,VARCHAR2,2,,코드
39438,수신업무구분코드명,DP_BZ_TC_NM,VARCHAR2,500,,명칭
39439,수신업무분할SWIFT전문번호,RMS_BZ_SLT_SWFT_TGR_NO,VARCHAR2,16,,번호
39440,수신여부,RMS_YN,VARCHAR2,1,,여부
39441,수신연간적수,RMS_FTY_ALA,NUMBER,18,3,금액
39442,수신연간평잔,RMS_FTY_AVB,NUMBER,18,3,금액
39443,수신예금상품구속성예금건수,DP_DETS_PRD_RTD_CNT,NUMBER,10,,수
39444,수신예금상품구속성예금금액,DP_DETS_PRD_RTD_AMT,NUMBER,18,3,금액
39445,수신예수금산출시작일자,DP_DNCA_CPUT_STT_DT,VARCHAR2,8,,날짜
39446,수신예수금산출종료일자,DP_DNCA_CPUT_END_DT,VARCHAR2,8,,날짜
39447,수신예수금이자산출시작일자,DP_DNCA_INT_CPUT_STT_DT,VARCHAR2,8,,날짜
39448,수신예수금이자산출종료일자,DP_DNCA_INT_CPUT_END_DT,VARCHAR2,8,,날짜
39449,수신오류발생일시,RMS_ERR_OCC_DTM,DATE,,,날짜
39450,수신우대금리대상여부,DP_PRM_IRT_TGT_YN,VARCHAR2,1,,여부
39451,수신우대금리쿠폰번호,DP_PRM_IRT_CUP_NO,VARCHAR2,16,,번호
39452,수신우대시작일자,DP_PRM_STT_DT,VARCHAR2,8,,날짜
39453,수신우수고객우대스프레드율,DP_XCN_CST_PRM_SRD_RT,NUMBER,11,6,율/비율
39454,수신원금이자합계금액,DP_PRA_INT_ADU_AMT,NUMBER,18,3,금액
39455,수신원천징수세액세율등록일자,DP_FNT_LVY_TX_TXR_ENR_DT,VARCHAR2,8,,날짜
39456,수신월적수,RMS_MM_ALA,NUMBER,18,3,금액
39457,수신월평잔,RMS_MM_AVB,NUMBER,18,3,금액
39458,수신월평잔원화환산금액,DP_MM_AVB_WONC_AMT,NUMBER,18,3,금액
39459,수신유형구분코드,RMS_TP_TC,VARCHAR2,2,,코드
39460,수신은행BIC코드,DP_BNK_BIC_C,VARCHAR2,11,,코드
39461,수신은행명,RMS_BNK_NM,VARCHAR2,100,,명칭
39462,수신은행코드,RMS_BNK_C,VARCHAR2,3,,코드
39463,수신이메일주소,RMS_EML_ADDR,VARCHAR2,50,,연락처
39464,수신이벤트구분코드,DP_EVT_TC,VARCHAR2,2,,코드
39465,수신이율기준금액,DP_ITSR_BSE_AMT,NUMBER,18,3,금액
39466,수신이율적용구분코드,DP_ITSR_ALY_TC,VARCHAR2,2,,코드
39467,수신이율조회기본금리,DP_ITSR_INQ_BSC_IRT,NUMBER,8,5,율/비율
39468,수신이율조회기준개월수,DP_ITSR_INQ_BSE_MH_NBR,NUMBER,10,,수
39469,수신이율조회기준일수,DP_ITSR_INQ_BSE_DDS,NUMBER,5,,수
39470,수신이율조회상품명,DP_ITSR_INQ_PRD_NM,VARCHAR2,100,,명칭
39471,수신이율조회우대금리,DP_ITSR_INQ_PRM_IRT,NUMBER,8,5,율/비율
39472,수신이율최종수정순서일련번호,DP_ITSR_LST_AMN_SQN_SNO,NUMBER,9,,일련번호
39473,수신이익금액,DP_PFT_AMT,NUMBER,18,3,금액
39474,수신이익률,DP_PFT_RT,NUMBER,8,5,율/비율
39475,수신이자계산거래여부,DP_INT_CAL_TR_YN,VARCHAR2,1,,여부
39476,수신이자계산구분코드,DP_INT_CAL_TC,VARCHAR2,2,,코드
39477,수신인고객명,RCTR_CST_NM,VARCHAR2,100,,명칭
39478,수신인고객번호,RCTR_CNO,VARCHAR2,8,,번호
39479,수신인고객전화번호,RCTR_CST_TPN,VARCHAR2,20,,연락처
39480,수신인구분코드,RCTR_TC,VARCHAR2,2,,코드
